pair_id,story_id,event1_id,event2_id,weak_label,weak_label_source,weak_label_confidence,sentence_context
RV3_EXP_000113,F0087,EV2_0002094,EV2_0002095,CAUSAL,RULE_EXPLICIT_HIGH_CONFIDENCE,0.78,”于是他带着右边那座山的和尚走到庙的后院，指着一口井说：“这五年来，我每天做完功课后都会抽空挖这口井，即使有时很忙，能挖多少就算多少。
RV3_EXP_000114,F0088,EV2_0002103,EV2_0002104,TEMPORAL,RULE_EXPLICIT_HIGH_CONFIDENCE,0.788,” 公扈和齐婴回答道：“我们想听听这种病有些什么症状，然后再作决定。
RV3_EXP_000116,F0094,EV2_0002246,EV2_0002247,CAUSAL,RULE_EXPLICIT_HIGH_CONFIDENCE,0.758,” 树说：“我死倒是极其容易，但这崖边便再无其他的树了，所以不能死呀。
RV3_EXP_000121,F0098,EV2_0002345,EV2_0002346,CAUSAL,RULE_EXPLICIT_HIGH_CONFIDENCE,0.78,近来见大人双眉紧锁，知道必定是为国事操心，所以心中忧伤，但不敢询问。
RV3_EXP_000123,F0104,EV2_0002427,EV2_0002428,CAUSAL,RULE_EXPLICIT_HIGH_CONFIDENCE,0.78,城里人说也不能让傻瓜们太吃亏，所以集体筹资5千万把地宫宝物全买下来。
RV3_EXP_000124,F0106,EV2_0002450,EV2_0002451,CAUSAL,RULE_EXPLICIT_HIGH_CONFIDENCE,0.81,爱因斯坦的父亲看见杰克大叔的模样，新想自己的脸肯定和他一样脏，于是就到附近的小河里洗了又洗；
RV3_EXP_000126,F0107,EV2_0002465,EV2_0002466,CAUSAL,RULE_EXPLICIT_HIGH_CONFIDENCE,0.81,工人觉得自己一下子变老了许多，感觉快走不动了，但他还是感到非常地高兴，因为一下子有了那么多的钱，不用觉得自己老了而可惜。
RV3_EXP_000128,F0113,EV2_0002593,EV2_0002594,CAUSAL,RULE_EXPLICIT_HIGH_CONFIDENCE,0.758,” “我简直羞愧死了，想不到我送他来这里受训三个月，我所看到的结果是他这么不经打，被人一打就倒。
RV3_EXP_000129,F0113,EV2_0002594,EV2_0002595,CAUSAL,RULE_EXPLICIT_HIGH_CONFIDENCE,0.9,” “我简直羞愧死了，想不到我送他来这里受训三个月，我所看到的结果是他这么不经打，被人一打就倒。
RV3_EXP_000130,F0113,EV2_0002596,EV2_0002597,CAUSAL,RULE_EXPLICIT_HIGH_CONFIDENCE,0.81,” “我简直羞愧死了，想不到我送他来这里受训三个月，我所看到的结果是他这么不经打，被人一打就倒。
RV3_EXP_000132,F0114,EV2_0002623,EV2_0002624,CAUSAL,RULE_EXPLICIT_HIGH_CONFIDENCE,0.9,请我们来吃饭，结果却叫我们挨饿。
RV3_EXP_000134,F0117,EV2_0002669,EV2_0002670,CAUSAL,RULE_EXPLICIT_HIGH_CONFIDENCE,0.78,回到主人家中，小猫翻来覆去地想，当初自己学钓鱼，因为不专心，成为人们不专心学习的反面教员；
RV3_EXP_000139,F0124,EV2_0002802,EV2_0002803,CAUSAL,RULE_EXPLICIT_HIGH_CONFIDENCE,0.788,“因为那些小动物们知道，狮子王不会瞧不起它们，更不会欺负它们，得到食物的时候，狮子王还会分一些给它身旁的跟随者。
RV3_EXP_000140,F0124,EV2_0002803,EV2_0002804,CAUSAL,RULE_EXPLICIT_HIGH_CONFIDENCE,0.9,“因为那些小动物们知道，狮子王不会瞧不起它们，更不会欺负它们，得到食物的时候，狮子王还会分一些给它身旁的跟随者。
RV3_EXP_000141,F0124,EV2_0002804,EV2_0002805,CAUSAL,RULE_EXPLICIT_HIGH_CONFIDENCE,0.78,“因为那些小动物们知道，狮子王不会瞧不起它们，更不会欺负它们，得到食物的时候，狮子王还会分一些给它身旁的跟随者。
RV3_EXP_000142,F0124,EV2_0002805,EV2_0002806,CAUSAL,RULE_EXPLICIT_HIGH_CONFIDENCE,0.78,“因为那些小动物们知道，狮子王不会瞧不起它们，更不会欺负它们，得到食物的时候，狮子王还会分一些给它身旁的跟随者。
RV3_EXP_000147,F0127,EV2_0002911,EV2_0002912,TEMPORAL,RULE_EXPLICIT_HIGH_CONFIDENCE,0.78,到了卖柑橘的季节，她常常凌晨两三点钟就得起床，走十多里的山路，帮母亲把柑橘背到街上，然后再赶到学校上课。
RV3_EXP_000151,F0130,EV2_0002992,EV2_0002993,CAUSAL,RULE_EXPLICIT_HIGH_CONFIDENCE,0.78,老虎回过头，无可奈何地望着树上的猫。
RV3_EXP_000154,F0132,EV2_0003058,EV2_0003057,CAUSAL,RULE_EXPLICIT_HIGH_CONFIDENCE,0.908,在行进的过程中，能让你感兴趣的事物会不断变化，但你所能得到的东西却越来越少了，因为如果你想走完全程，想顺利达到目的地，总会眷恋身边迷人的事物，不顾轻重而只想得到。
RV3_EXP_000155,F0133,EV2_0003064,EV2_0003065,CAUSAL,RULE_EXPLICIT_HIGH_CONFIDENCE,0.788,从前有个小牧童，由于别人无论问什么，他都能给出个聪明的回答，因而名声远扬。
RV3_EXP_000158,F0140,EV2_0003201,EV2_0003202,CAUSAL,RULE_EXPLICIT_HIGH_CONFIDENCE,0.9,”公孙仪答道：“恰恰就是因为我爱吃鱼，我才不接受人家送的鱼。
RV3_EXP_000162,F0142,EV2_0003237,EV2_0003238,CAUSAL,RULE_EXPLICIT_HIGH_CONFIDENCE,0.78,张三跟儿子张六说：孩子，其实我也很清楚贝贝是只会叫的狗，而卡卡则是—只会捕捉猎物的狗，在两只狗的合作中，卡卡有可能多出了—些力气，而贝贝则少出了点力，但当它们—旦分开，则往往—事无成。
RV3_EXP_000163,F0142,EV2_0003238,EV2_0003239,CAUSAL,RULE_EXPLICIT_HIGH_CONFIDENCE,0.78,因为在捕猎时—般都需要—只狗叫唤，当猎物吓得失去了方向不知所措时，另—只狗则不动声色地绕到猎物的身后将其捕获，两者缺—不可啊。
RV3_EXP_000164,F0143,EV2_0003276,EV2_0003277,CAUSAL,RULE_EXPLICIT_HIGH_CONFIDENCE,0.9,” 胡狼和狼在洞时很安全，因为洞口小，狮子钻不进去，胡狼中洞里回答狮子：“大王，我俩的纠纷已经解决了，就不再麻烦您了，请您走您的路吧！
RV3_EXP_000165,F0145,EV2_0003314,EV2_0003315,TEMPORAL,RULE_EXPLICIT_HIGH_CONFIDENCE,0.78,”（洪业后来才知道，囚人抗日如不明说，就会挨打） “你为什么抗日？
RV3_EXP_000166,F0145,EV2_0003330,EV2_0003331,CAUSAL,RULE_EXPLICIT_HIGH_CONFIDENCE,0.908,因为韩国人不能保护自己，中国便和日本打了一仗。
RV3_EXP_000170,F0153,EV2_0003547,EV2_0003548,CAUSAL,RULE_EXPLICIT_HIGH_CONFIDENCE,0.75,小和尚洗完想要拿汗巾擦脸，却发现汗巾还挂在那边的柴担上，他也确实是很累了，于是就指着柴担，示意让小强替他去拿汗巾。
RV3_EXP_000171,F0153,EV2_0003553,EV2_0003554,TEMPORAL,RULE_EXPLICIT_HIGH_CONFIDENCE,0.78,小和尚笑得更开心了，这次他拿一块石头丢过去，正好丢到汗巾上，然后指给小强“看到了吧？
RV3_EXP_000172,F0153,EV2_0003562,EV2_0003563,CAUSAL,RULE_EXPLICIT_HIGH_CONFIDENCE,0.908,回来以后，小和尚把这件有趣的事告诉了方丈。
RV3_EXP_000173,F0153,EV2_0003564,EV2_0003565,CAUSAL,RULE_EXPLICIT_HIGH_CONFIDENCE,0.78,于是方丈问他：“你跟师弟们讲道理，他们听不明白，你就会发脾气。
RV3_EXP_000175,F0153,EV2_0003568,EV2_0003569,CAUSAL,RULE_EXPLICIT_HIGH_CONFIDENCE,0.78,”小和尚一愣，回答说：“小强听不懂是很正常的，因为他是猴。
RV3_EXP_000176,F0156,EV2_0003638,EV2_0003639,CAUSAL,RULE_EXPLICIT_HIGH_CONFIDENCE,0.75,耶稣边走边丢，彼得也就狼狈地弯了十七八次腰。
RV3_EXP_000177,F0156,EV2_0003640,EV2_0003641,CAUSAL,RULE_EXPLICIT_HIGH_CONFIDENCE,0.78,于是耶稣笑着对他说：“要是按我想的做，你最开始弯一次腰，我也就不用一次又一次重复地扔樱桃，你也就不会在后来没完没了地弯腰。
RV3_EXP_000181,F0161,EV2_0003723,EV2_0003724,CAUSAL,RULE_EXPLICIT_HIGH_CONFIDENCE,0.758,食用碘盐最安全有效，每人每日必须吃适量的盐，所以食盐是补碘的最好载体，更主要的是，食用碘盐很经济，易推广，即使是贫困地区或家庭也可以接受。
RV3_EXP_000182,F0161,EV2_0003724,EV2_0003725,CAUSAL,RULE_EXPLICIT_HIGH_CONFIDENCE,0.78,食用碘盐最安全有效，每人每日必须吃适量的盐，所以食盐是补碘的最好载体，更主要的是，食用碘盐很经济，易推广，即使是贫困地区或家庭也可以接受。
RV3_EXP_000183,F0162,EV2_0003767,EV2_0003768,CAUSAL,RULE_EXPLICIT_HIGH_CONFIDENCE,0.78,所以，即便一败涂地时也别灰心丧气，以为天就要塌下来了，只要心不死，志不灭，有一线生机也不放弃，从头干起，“天不灭曹”的厚爱，说不定也会落到你的身上。
RV3_EXP_000184,F0163,EV2_0003793,EV2_0003794,CAUSAL,RULE_EXPLICIT_HIGH_CONFIDENCE,0.908,他不能选择穷人家的姑娘，也不喜欢富家小姐。
RV3_EXP_000185,F0163,EV2_0003801,EV2_0003802,CAUSAL,RULE_EXPLICIT_HIGH_CONFIDENCE,0.788,姑娘暗暗注意到，王子正在看着她，她羞得满脸通红，于是急忙垂下目光，继续纺纱。
RV3_EXP_000186,F0164,EV2_0003865,EV2_0003866,TEMPORAL,RULE_EXPLICIT_HIGH_CONFIDENCE,0.79,”后来他的病好了，他又过上了开心的日子。
RV3_EXP_000187,F0165,EV2_0003873,EV2_0003874,TEMPORAL,RULE_EXPLICIT_HIGH_CONFIDENCE,0.78,一日，骗子对站在悬崖边上的神，说：我俩打一个赌，我只用一个字就能把人从此悬崖上骗下去。
RV3_EXP_000188,F0165,EV2_0003896,EV2_0003897,CAUSAL,RULE_EXPLICIT_HIGH_CONFIDENCE,0.78,瞎乞丐听了就跪了，结果掉下了悬崖。
RV3_EXP_000191,F0170,EV2_0004021,EV2_0004022,CAUSAL,RULE_EXPLICIT_HIGH_CONFIDENCE,0.78,对一个喜欢零食的孩子来说，买一座金山和买一包话梅的钱没什么区别，所以孩子很容易快乐。
RV3_EXP_000192,F0170,EV2_0004023,EV2_0004024,CAUSAL,RULE_EXPLICIT_HIGH_CONFIDENCE,0.75,对一个喜欢零食的孩子来说，买一座金山和买一包话梅的钱没什么区别，所以孩子很容易快乐。
RV3_EXP_000194,F0171,EV2_0004033,EV2_0004034,TEMPORAL,RULE_EXPLICIT_HIGH_CONFIDENCE,0.78,后来，才发明了用火（在周口店的北京人遗址上，已发现用火的痕迹，说明那时候已经知道利用火）。
RV3_EXP_000197,F0175,EV2_0004138,EV2_0004137,CAUSAL,RULE_EXPLICIT_HIGH_CONFIDENCE,0.938,你也想让那个医生上车，因为他救过你，这是个好机会报答他。
RV3_EXP_000198,F0175,EV2_0004138,EV2_0004139,CAUSAL,RULE_EXPLICIT_HIGH_CONFIDENCE,0.818,你也想让那个医生上车，因为他救过你，这是个好机会报答他。
RV3_EXP_000200,F0179,EV2_0004178,EV2_0004179,CAUSAL,RULE_EXPLICIT_HIGH_CONFIDENCE,0.908,不过那位商人的小姑娘却很生气，因为她爸爸的名字是叫做“马得生”，她知道他的名字的结尾是“生”。
RV3_EXP_000201,F0179,EV2_0004179,EV2_0004180,CAUSAL,RULE_EXPLICIT_HIGH_CONFIDENCE,0.788,因此她尽量做出一种骄傲的神情说： “但是我的爸爸能买一百块钱的麦芽糖，叫大家挤作一团地来抢！
RV3_EXP_000202,F0179,EV2_0004180,EV2_0004181,CAUSAL,RULE_EXPLICIT_HIGH_CONFIDENCE,0.78,因此她尽量做出一种骄傲的神情说： “但是我的爸爸能买一百块钱的麦芽糖，叫大家挤作一团地来抢！
RV3_EXP_000203,F0179,EV2_0004186,EV2_0004187,CAUSAL,RULE_EXPLICIT_HIGH_CONFIDENCE,0.908,他帮女厨子转了一会儿烤肉叉，因此她准许他站在门后偷偷地瞧这些漂亮的孩子在屋子里作乐。
RV3_EXP_000204,F0186,EV2_0004315,EV2_0004316,CAUSAL,RULE_EXPLICIT_HIGH_CONFIDENCE,0.78,” 大黑鹅笑了：“这是鱼的生理特征所决定的：鱼有鳞，鳞上有粘液，粘液有防水作用，所以水就不会透到鱼的体内。
RV3_EXP_000205,F0186,EV2_0004318,EV2_0004319,CAUSAL,RULE_EXPLICIT_HIGH_CONFIDENCE,0.75,而鱼离水后，鳃会因失水而干燥互相粘连，破坏了进行气体交换的功能，鱼就会窒息而死，所以说‘鱼儿离不开水’。
RV3_EXP_000207,F0191,EV2_0004385,EV2_0004386,CAUSAL,RULE_EXPLICIT_HIGH_CONFIDENCE,0.9,起初，我并不懂这样的道理，我把我的目标定在四十多公里外终点线的那面旗帜上，结果我跑到十几公里时就疲惫不堪了，我被前面那段遥远的路程给吓倒了。
RV3_EXP_000209,F0197,EV2_0004594,EV2_0004595,TEMPORAL,RULE_EXPLICIT_HIGH_CONFIDENCE,0.908,从此，它们不再争执，埋头走稳自己的路，互相关照，互相帮协作，帮助主人踏实、稳健地走好每一步。
RV3_EXP_000213,F0198,EV2_0004618,EV2_0004619,CAUSAL,RULE_EXPLICIT_HIGH_CONFIDENCE,0.788,不过他并没有得到金子，于是就自己安慰自己，心想这也许只是小矮人戏弄他，不过是与他开了一个玩笑而已。
RV3_EXP_000214,F0198,EV2_0004646,EV2_0004647,CAUSAL,RULE_EXPLICIT_HIGH_CONFIDENCE,0.774,因为一到晚上十二点，他们的魔力就会消失，我也就恢复自由了，到那时，我会给你带来生命之水，还你一个活泼健康的身体。
RV3_EXP_000215,F0200,EV2_0004689,EV2_0004690,CAUSAL,RULE_EXPLICIT_HIGH_CONFIDENCE,0.78,于是，宋仁宗悄悄地回到自己书房，拿起笔来在两张纸条上写下了同样的一句话：“谁先到达你处，便升任领班侍卫。
RV3_EXP_000216,F0200,EV2_0004691,EV2_0004692,TEMPORAL,RULE_EXPLICIT_HIGH_CONFIDENCE,0.788,接着，宋仁宗派人叫来矮个子侍卫，让他带着一个小金盒送到负责皇宫内务的总管那里。
RV3_EXP_000217,F0200,EV2_0004698,EV2_0004699,CAUSAL,RULE_EXPLICIT_HIGH_CONFIDENCE,0.75,高个子侍卫却一心惦记着要完成任务，只是匆匆打了声招呼就继续往前走，直接把小金盒送到了总管那里，仅仅因为抢先了几步，他就得到了一个改变自己命运的好机会。
PV3_0000009,F0001,EV2_0000013,EV2_0000014,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,正玩得开心时，不料“车夫”拉车用力过猛，双手失去控制，一下把“乘客”抛了出去。 “车夫”愣在那里傻了眼，知道自己闯了祸；
